author_id,pub_id,title,year,num_citations,url,date_scraped
QW-eo0MAAAAJ,QW-eo0MAAAAJ:u5HHmVD_uO8C,Open access and scholarly publishing in Latin America: ten flavours and a few reflections| Acesso livre e publicação acadêmica na América Latina: dez sabores e algumas reflexões,,105,https://www.researchgate.net/profile/John-Willinsky/publication/290215790_Open_access_and_scholarly_publishing_in_Latin_America_ten_flavours_and_a_few_reflections_Acesso_livre_e_publicacao_academica_na_America_Latina_dez_sabores_e_algumas_reflexoes/links/56ead58a08ae2a58dc49b301/Open-access-and-scholarly-publishing-in-Latin-America-ten-flavours-and-a-few-reflections-Acesso-livre-e-publicacao-academica-na-America-Latina-dez-sabores-e-algumas-reflexoes.pdf,2025-10-27 01:48:26
QW-eo0MAAAAJ,QW-eo0MAAAAJ:LkGwnXOMwfcC,"Ask not what altmetrics can do for you, but what altmetrics can do for developing countries",,104,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/bult.2013.1720390407,2025-10-27 01:48:30
QW-eo0MAAAAJ,QW-eo0MAAAAJ:8xutWZnSdmoC,Identifying diffusion patterns of research articles on Twitter: A case study of online engagement with open access articles,,103,https://journals.sagepub.com/doi/abs/10.1177/0963662518761733,2025-10-27 01:48:33
QW-eo0MAAAAJ,QW-eo0MAAAAJ:BzfGm06jWhQC,Is it such a big deal? On the cost of journal use in the digital era,,90,https://summit.sfu.ca/item/17710,2025-10-27 01:48:37
QW-eo0MAAAAJ,QW-eo0MAAAAJ:a9-T7VOCCH8C,Open access indicators and scholarly communications in Latin America,,87,https://scholar.google.com/scholar?cluster=2103416582541389498&hl=en&oi=scholarr,2025-10-27 01:48:40
QW-eo0MAAAAJ,QW-eo0MAAAAJ:kh2fBNsKQNwC,The public impact of Latin America's approach to open access,,85,https://search.proquest.com/openview/23e4e5b141a99ed77f33215aa4394fe9/1?pq-origsite=gscholar&cbl=18750&diss=y,2025-10-27 01:48:44
QW-eo0MAAAAJ,QW-eo0MAAAAJ:W7OEmFMy1HYC,Scholarly communication strategies in Latin American´ s research-intensive universities,,83,https://iesalc.unesco.org/ess/index.php/ess3/article/view/v16i2-6,2025-10-27 01:48:48
QW-eo0MAAAAJ,QW-eo0MAAAAJ:9yKSN-GCB0IC,Visibility and quality in Spanish-language Latin American scholarly publishing,,81,http://itidjournal.org/index.php/itid/article/view/639.html,2025-10-27 01:48:52
QW-eo0MAAAAJ,QW-eo0MAAAAJ:OP4eGU-M3BUC,Authorial and institutional stratification in open access publishing: the case of global health research,,69,https://peerj.com/articles/4269/?highlight=equitable,2025-10-27 01:48:56
QW-eo0MAAAAJ,QW-eo0MAAAAJ:WC23djZS0W4C,"How faculty define quality, prestige, and impact of academic journals",,63,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0257340,2025-10-27 01:49:00
QW-eo0MAAAAJ,QW-eo0MAAAAJ:_FM0Bhl9EiAC,Open Access indicators: Assessing growth and use of Open Access resources from developing regions: The case of Latin America,,60,https://scholar.google.com/scholar?cluster=1260197301226435236&hl=en&oi=scholarr,2025-10-27 01:49:03
QW-eo0MAAAAJ,QW-eo0MAAAAJ:kVjdVfd2voEC,“When I saw my peers annotating”: Student perceptions of social annotation for learning in multiple courses,,54,https://www.emerald.com/insight/content/doi/10.1108/ILS-12-2019-0128/full/html?ref=able.ac,2025-10-27 01:49:06
QW-eo0MAAAAJ,QW-eo0MAAAAJ:L1USKYWJimsC,"The role of collegiality in academic review, promotion, and tenure",,48,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0265506,2025-10-27 01:49:10
QW-eo0MAAAAJ,QW-eo0MAAAAJ:0N-VGjzr574C,South America: Citation databases omit local journals.,,45,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00280836&asa=N&AN=96984021&h=wj0xFmENd2ERAa7olpettk2M422vaL%2B3sYa2CLoo33tMJVmMrtHuIuaKai0gU53Y291B9CC%2Fu6OrprGfZnByLA%3D%3D&crl=c,2025-10-27 01:49:14
QW-eo0MAAAAJ,QW-eo0MAAAAJ:rHJHxKgnXwkC,Why I think ending article-processing charges will save open access.,,44,https://europepmc.org/article/med/36224414,2025-10-27 01:49:17
QW-eo0MAAAAJ,QW-eo0MAAAAJ:YsrPvlHIBpEC,An analysis of the suitability of OpenAlex for bibliometric analyses,,43,https://arxiv.org/abs/2404.17663,2025-10-27 01:49:21
QW-eo0MAAAAJ,QW-eo0MAAAAJ:1Ye0OR6EYb4C,Community consensus on core open science practices to monitor in biomedicine,,43,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3001949,2025-10-27 01:49:24
QW-eo0MAAAAJ,QW-eo0MAAAAJ:Y0pCki6q_DkC,The academic ethics of open access to research and scholarship,,43,https://www.tandfonline.com/doi/abs/10.1080/17449642.2011.632716,2025-10-27 01:49:28
QW-eo0MAAAAJ,QW-eo0MAAAAJ:IaI1MmNe2tcC,13 The Value of Data and Other Non-traditional Scholarly Outputs in Academic Review,,41,https://books.google.com/books?hl=en&lr=&id=WLZNEAAAQBAJ&oi=fnd&pg=PA171&dq=info:ollTQCevsPQJ:scholar.google.com&ots=px0jrzls3l&sig=kCmu2EfiEkcVRNmzX-YEalfGF1U,2025-10-27 01:49:32
QW-eo0MAAAAJ,QW-eo0MAAAAJ:-mN3Mh-tlDkC,Science in motion: A qualitative analysis of journalists’ use and perception of preprints,,38,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0277769,2025-10-27 01:49:35
QW-eo0MAAAAJ,QW-eo0MAAAAJ:owLR8QvbtFgC,Las limitaciones de Scopus como fuente de indicadores: Buscando una visibilidad integral para revistas argentinas en ciencias sociales,,35,https://www.scielo.sa.cr/scielo.php?pid=S1659-41422021000200035&script=sci_arttext,2025-10-27 01:49:39
QW-eo0MAAAAJ,QW-eo0MAAAAJ:7H_MAutzIkAC,Analysis of single comments left for bioRxiv preprints till September 2019,,35,https://hrcak.srce.hr/clanak/376421,2025-10-27 01:49:43
QW-eo0MAAAAJ,QW-eo0MAAAAJ:2l5NCbZemmgC,Estimating global article processing charges paid to six publishers for open access between 2019 and 2023,,31,https://arxiv.org/abs/2407.16551,2025-10-27 01:49:46
QW-eo0MAAAAJ,QW-eo0MAAAAJ:Se3iqnhoufwC,Brazil’s exception to the world-class university movement,,31,https://www.tandfonline.com/doi/abs/10.1080/13538322.2013.802573,2025-10-27 01:49:50
QW-eo0MAAAAJ,QW-eo0MAAAAJ:4xDN1ZYqzskC,Framing science: How opioid research is presented in online news media,,30,https://www.frontiersin.org/articles/10.3389/fcomm.2020.00064/full,2025-10-27 01:49:54
QW-eo0MAAAAJ,QW-eo0MAAAAJ:Ade32sEp0pkC,Identifying science in the news: An assessment of the precision and recall of Altmetric. com news mention data,,29,https://link.springer.com/article/10.1007/s11192-022-04510-7,2025-10-27 01:49:58
QW-eo0MAAAAJ,QW-eo0MAAAAJ:HtEfBTGE9r8C,"Measuring, rating, supporting, and strengthening open access scholarly publishing in brazil.",,29,https://eric.ed.gov/?id=EJ1100173,2025-10-27 01:50:02
QW-eo0MAAAAJ,QW-eo0MAAAAJ:OR75R8vi5nAC,Local chatter or international buzz? Language differences on posts about Zika research on Twitter and Facebook,,28,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190482,2025-10-27 01:50:05
QW-eo0MAAAAJ,QW-eo0MAAAAJ:-7ulzOJl1JYC,“Influencers” or “Doctors”? Physicians’ presentation of self in YouTube and Facebook videos,,27,https://ijoc.org/index.php/ijoc/article/view/19700,2025-10-27 01:50:08
QW-eo0MAAAAJ,QW-eo0MAAAAJ:yxmsSjX2EkcC,Using social annotation to construct knowledge with others: A case study across undergraduate courses,,26,https://pmc.ncbi.nlm.nih.gov/articles/PMC8938630/,2025-10-27 01:50:12
QW-eo0MAAAAJ,QW-eo0MAAAAJ:LdasjJ6CEcoC,How much research shared on Facebook happens outside of public pages and groups? A comparison of public and private online activity around PLOS ONE papers,,23,https://direct.mit.edu/qss/article-abstract/1/2/749/96145,2025-10-27 01:50:16
QW-eo0MAAAAJ,QW-eo0MAAAAJ:2VqYfGB8ITEC,A brief survey on peer review in scholarly communication,,23,https://scholar.google.com/scholar?cluster=10951302768564561192&hl=en&oi=scholarr,2025-10-27 01:50:19
QW-eo0MAAAAJ,QW-eo0MAAAAJ:ziOE8S1-AIUC,We need to rethink the way we identify diamond open access journals in quantitative science studies,,20,https://direct.mit.edu/qss/article/5/4/1042/124449,2025-10-27 01:50:23
QW-eo0MAAAAJ,QW-eo0MAAAAJ:HGTzPopzzJcC,Making science public: a review of journalists’ use of Open Access research,,18,https://pmc.ncbi.nlm.nih.gov/articles/PMC10618641/,2025-10-27 01:50:27
QW-eo0MAAAAJ,QW-eo0MAAAAJ:_OXeSy2IsFwC,Revistas científicas hechas en Latinoamérica,,18,https://scholar.google.com/scholar?cluster=6984371290703755398&hl=en&oi=scholarr,2025-10-27 01:50:31
QW-eo0MAAAAJ,QW-eo0MAAAAJ:IUKN3-7HHlwC,On the peripheries of scholarly infrastructure: a look at the journals using open journal systems,,16,https://core.ac.uk/download/pdf/76121785.pdf,2025-10-27 01:50:34
QW-eo0MAAAAJ,QW-eo0MAAAAJ:jL-93Qbq4QoC,Sobre luces y sombras: Las revistas científicas hechas en Latinoamérica,,16,https://scholar.google.com/scholar?cluster=68921422729320731&hl=en&oi=scholarr,2025-10-27 01:50:38
QW-eo0MAAAAJ,QW-eo0MAAAAJ:lvd772isFD0C,Making headlines: an analysis of US government-funded cancer research mentioned in online media,,15,https://bmjopen.bmj.com/content/9/2/e025783.abstract,2025-10-27 01:50:42
QW-eo0MAAAAJ,QW-eo0MAAAAJ:XvxMoLDsR5gC,Exploring altmetrics in an emerging country context,,15,https://scholar.google.com/scholar?cluster=5927638455828403875&hl=en&oi=scholarr,2025-10-27 01:50:45
QW-eo0MAAAAJ,QW-eo0MAAAAJ:d1gkVwhDpl0C,Publicación en línea con Open Journal Systems (OJS): aspectos importantes,,15,https://scholar.google.com/scholar?cluster=14015674882563791507&hl=en&oi=scholarr,2025-10-27 01:50:49
QW-eo0MAAAAJ,QW-eo0MAAAAJ:BrOSOlqYqPUC,The oligopoly of academic publishers persists in exclusive database,,14,https://arxiv.org/abs/2406.17893,2025-10-27 01:50:52
QW-eo0MAAAAJ,QW-eo0MAAAAJ:jE2MZjpN3IcC,Second-order citations in altmetrics: A case study analyzing the audiences of COVID-19 research in the news and on social media,,14,https://direct.mit.edu/qss/article/5/2/366/119837,2025-10-27 01:50:55
QW-eo0MAAAAJ,QW-eo0MAAAAJ:vDZJ-YLwNdEC,Politicians & the public: The analysis of political communication in social media,,14,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/pra2.2018.14505501071,2025-10-27 01:50:59
QW-eo0MAAAAJ,QW-eo0MAAAAJ:4fGpz3EwCPoC,Moving beyond counts: A method for surveying Twitter users,,14,https://scholar.google.com/scholar?cluster=16280062196989141490&hl=en&oi=scholarr,2025-10-27 01:51:02
QW-eo0MAAAAJ,QW-eo0MAAAAJ:-jrNzM816MMC,Unreviewed science in the news: The evolution of preprint media coverage from 2014–2021,,13,https://direct.mit.edu/qss/article/5/2/297/118871,2025-10-27 01:51:06
QW-eo0MAAAAJ,QW-eo0MAAAAJ:ZzlSgRqYykMC,Open Access in Latin America: A paragon for the rest of the world,,13,,2025-10-27 01:51:09
QW-eo0MAAAAJ,QW-eo0MAAAAJ:-nhnvRiOwuoC,Details of publications using software by the Public Knowledge Project,,11,https://scholar.google.com/scholar?cluster=18217087362286256086&hl=en&oi=scholarr,2025-10-27 01:51:13
QW-eo0MAAAAJ,QW-eo0MAAAAJ:1taIhTC69MYC,O uso de mídias sociais por acadêmicos brasileiros,,11,https://ebbc.inf.br/ojs/index.php/ebbc/article/view/715,2025-10-27 01:51:17
QW-eo0MAAAAJ,QW-eo0MAAAAJ:9c2xU6iGI7YC,Altmetrics could enable scholarship from developing countries to receive due recognition.,,11,https://eprints.lse.ac.uk/71124/,2025-10-27 01:51:21
QW-eo0MAAAAJ,QW-eo0MAAAAJ:QsaTk4IG4EwC,World scaled by number of documents in Web of Science by Authors Living There,,11,https://scholar.google.com/scholar?cluster=3389503704476485273&hl=en&oi=scholarr,2025-10-27 01:51:24
QW-eo0MAAAAJ,QW-eo0MAAAAJ:yMeIxYmEMEAC,"Scholarly publishing, freedom of information and academic self-determination: The UNAM-Elsevier case",,10,https://city.figshare.com/articles/journal_contribution/Scholarly_Publishing_Freedom_of_Information_and_Academic_Self-Determination_The_UNAM-Elsevier_Case/5632657/files/9809422.pdf,2025-10-27 01:51:28
QW-eo0MAAAAJ,QW-eo0MAAAAJ:GtLg2Ama23sC,Teaching Data Analysis in the Social Sciences: A case study with article level metrics,,10,https://www.academia.edu/download/91399707/Book-Open-Data-as-Open-Educational-Resources1.pdf#page=50,2025-10-27 01:51:31
QW-eo0MAAAAJ,QW-eo0MAAAAJ:4hFrxpcac9AC,Intermediation in Open Development: A Knowledge Stewardship Approach,,9,https://arulchib.com/sirca/www.gmj.uottawa.ca/1601/v9i1_reilly%20and%20alperin.pdf,2025-10-27 01:51:35
QW-eo0MAAAAJ,QW-eo0MAAAAJ:u-x6o8ySG0sC,OJS: Sistema de gestión de revistas electrónicas,,9,https://scholar.google.com/scholar?cluster=1308867547326861437&hl=en&oi=scholarr,2025-10-27 01:51:38
QW-eo0MAAAAJ,QW-eo0MAAAAJ:U_HPUtbDl20C,The neglect of equity and inclusion in open science policies of Europe and the Americas,,7,https://preprints.scielo.org/index.php/scielo/preprint/view/7366,2025-10-27 01:51:42
QW-eo0MAAAAJ,QW-eo0MAAAAJ:0CzhzZyukY4C,The Public Knowledge Project: Reflections and Directions After Its First Two Decades,,7,https://hal.science/hal-01816677/,2025-10-27 01:51:46
QW-eo0MAAAAJ,QW-eo0MAAAAJ:7wO8s98CvbsC,Latin America’s longstanding open access ecosystem could be undermined by proposals from the Global North [LSE Latin America and Caribbean],,7,https://scholar.google.com/scholar?cluster=6802922365893678832&hl=en&oi=scholarr,2025-10-27 01:51:49
QW-eo0MAAAAJ,QW-eo0MAAAAJ:LXmCCkuhhTsC,World scaled by number of documents with authors from each country in Web of Science: 2016,,7,https://scholar.google.com/scholar?cluster=2224950312898235491&hl=en&oi=scholarr,2025-10-27 01:51:53
QW-eo0MAAAAJ,QW-eo0MAAAAJ:WAzi4Gm8nLoC,“The best home for this paper”: A qualitative study of how authors select where to submit manuscripts,,6,https://pmc.ncbi.nlm.nih.gov/articles/PMC11405847/,2025-10-27 01:51:57
QW-eo0MAAAAJ,QW-eo0MAAAAJ:MpfHP-DdYjUC,Have You Seen This? Why Political Pundits Share Scholarly Research on Social Media,,6,https://src-online.ca/index.php/src/article/view/355,2025-10-27 01:52:00
QW-eo0MAAAAJ,QW-eo0MAAAAJ:gVv57TyPmFsC,Challenges of capturing engagement on Facebook for Altmetrics,,6,https://arxiv.org/abs/1809.01194,2025-10-27 01:52:04
QW-eo0MAAAAJ,QW-eo0MAAAAJ:P7Ujq4OLJYoC,Introducing Texture: An Open Source WYSIWYG Javascript Editor for JATS,,6,https://summit.sfu.ca/item/17711,2025-10-27 01:52:07
QW-eo0MAAAAJ,QW-eo0MAAAAJ:bKqednn6t2AC,Applying social network analysis to explore Twitter diffusion patterns,,6,https://scholar.google.com/scholar?cluster=11502577804948328759&hl=en&oi=scholarr,2025-10-27 01:52:11
QW-eo0MAAAAJ,QW-eo0MAAAAJ:PyEswDtIyv0C,Identifying metadata quality issues across cultures,,5,https://crl.acrl.org/index.php/crl/article/view/26625,2025-10-27 01:52:14
QW-eo0MAAAAJ,QW-eo0MAAAAJ:rmuvC79q63oC,"The Public Knowledge Project XML Publishing Service and meTypeset: Don't call it"" Yet Another Word-to-JATS Conversion Kit""",,5,https://www.ncbi.nlm.nih.gov/books/NBK279666,2025-10-27 01:52:18
QW-eo0MAAAAJ,QW-eo0MAAAAJ:zYLM7Y9cAGgC,El uso de Internet con software libre y fuentes espaciales abiertas para colaborar en la toma de decisiones,,5,http://www.geofocus.org/index.php/geofocus/article/view/150,2025-10-27 01:52:21
QW-eo0MAAAAJ,QW-eo0MAAAAJ:silx2ntsSuwC,Scholarly publishing’s hidden diversity: How exclusive databases sustain the oligopoly of academic publishers,,4,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0327015,2025-10-27 01:52:25
QW-eo0MAAAAJ,QW-eo0MAAAAJ:69ZgNCALVd0C,Preprint servers and journals: rivals or allies?,,4,https://www.emerald.com/insight/content/doi/10.1108/jd-09-2024-0215/full/html,2025-10-27 01:52:28
QW-eo0MAAAAJ,QW-eo0MAAAAJ:TlpoogIpr_IC,The impact of COVID-19 on the debate on open science: a qualitative analysis of published materials from the period of the pandemic,,4,https://www.nature.com/articles/s41599-024-03804-w,2025-10-27 01:52:31
QW-eo0MAAAAJ,QW-eo0MAAAAJ:kzcSZmkxUKAC,An open dataset of article processing charges from six large scholarly publishers (2019-2023),,4,https://arxiv.org/abs/2406.08356,2025-10-27 01:52:35
QW-eo0MAAAAJ,QW-eo0MAAAAJ:mKu_rENv82IC,Why do health professionals create content on social media? Uses and gratifications of Egyptian “physician vloggers” on YouTube,,4,https://www.thejsms.org/index.php/JSMS/article/view/1287,2025-10-27 01:52:38
QW-eo0MAAAAJ,QW-eo0MAAAAJ:WHdLCjDvYFkC,Global country-level patterns of Mendeley readership performance compared to citation performance: does Mendeley provide a different picture on the impact of scientific publications across countries?,,4,https://scholarlypublications.universiteitleiden.nl/handle/1887/87760,2025-10-27 01:52:41
QW-eo0MAAAAJ,QW-eo0MAAAAJ:4vMrXwiscB8C,Twitter bot surveys: A discrete choice experiment to increase response rates,,4,https://dl.acm.org/doi/abs/10.1145/3097286.3097313,2025-10-27 01:52:45
QW-eo0MAAAAJ,QW-eo0MAAAAJ:JTqpx9DYBaYC,On the open road to universal indexing: OpenAlex and Open Journal Systems,,3,https://direct.mit.edu/qss/article/doi/10.1162/QSS.a.17/132192,2025-10-27 01:52:48
QW-eo0MAAAAJ,QW-eo0MAAAAJ:3bvyWxjaHKcC,"Open data journalism: A narrative synthesis of how, when, and why data journalists use open data sources",,3,https://osf.io/wh8jx_v1/,2025-10-27 01:52:52
QW-eo0MAAAAJ,QW-eo0MAAAAJ:Ak0FvsSvgGUC,Using a diabetes discussion forum and Wikipedia to detect the alignment of public interests and the research literature,,3,https://www.biorxiv.org/content/10.1101/496927.abstract,2025-10-27 01:52:56
QW-eo0MAAAAJ,QW-eo0MAAAAJ:2tRrZ1ZAMYUC,"Collecting, Calculating and Displaying Altmetrics with Open Source",,3,https://summit.sfu.ca/item/18390,2025-10-27 01:53:00
QW-eo0MAAAAJ,QW-eo0MAAAAJ:qjMakFHDy7sC,Academic Publishing in a Global Context: The Politics and Practices of Publishing in English (review),,3,https://muse.jhu.edu/pub/50/article/443933/summary,2025-10-27 01:53:03
QW-eo0MAAAAJ,QW-eo0MAAAAJ:rTD5ala9j4wC,Stark decline in journalists’ use of preprints postpandemic,,2,https://journals.sagepub.com/doi/abs/10.1177/10755470241285405,2025-10-27 01:53:06
QW-eo0MAAAAJ,QW-eo0MAAAAJ:QUX0mv85b1cC,Bridging science communication and open science—Working inclusively toward the common good,,2,https://www.frontiersin.org/journals/communication/articles/10.3389/fcomm.2024.1473268/full,2025-10-27 01:53:10
QW-eo0MAAAAJ,QW-eo0MAAAAJ:raTqNPD5sRQC,Acceso abierto en Argentina Una propuesta para el monitoreo de las publicaciones científicas con OpenAlex,,2,https://www.scielo.org.ar/scielo.php?pid=S1851-17402024000100029&script=sci_abstract&tlng=en,2025-10-27 01:53:14
QW-eo0MAAAAJ,QW-eo0MAAAAJ:CdxZDUztZiMC,Establishing a core set of open science practices in biomedicine: a modified Delphi study,,2,https://www.medrxiv.org/content/10.1101/2022.06.27.22276964.abstract,2025-10-27 01:53:17
QW-eo0MAAAAJ,QW-eo0MAAAAJ:Bg7qf7VwUHIC,Using social media metrics to identify science communicators in Canada,,2,https://www.academia.edu/download/121426577/2018_Using_social_media_metrics_to_identify_science_com.pdf,2025-10-27 01:53:22
QW-eo0MAAAAJ,QW-eo0MAAAAJ:HtS1dXgVpQUC,Twitter audiences overlap in informetrics research,,2,https://www.researchgate.net/profile/Amin-Erfanmanesh/publication/319644105_Twitter_Audiences_Overlap_in_Informetrics_Research/links/59cc8accaca272bb050f9a44/Twitter-Audiences-Overlap-in-Informetrics-Research.pdf,2025-10-27 01:53:25
QW-eo0MAAAAJ,QW-eo0MAAAAJ:PaBasH6fAo0C,Quality in the Open Scholarly Communication of Latin America,,0,http://pfigshare-u-files.s3.amazonaws.com/3116393/PKP_FLACSO_IDRC_Proposal_public.pdf,2025-10-27 01:56:18
QW-eo0MAAAAJ,QW-eo0MAAAAJ:ufrVoPGSRksC,"Science that is not seen, does not exist: a review of the RedALyC. org Web Portal",,2,https://scholar.google.com/scholar?cluster=6912163265072039199&hl=en&oi=scholarr,2025-10-27 01:53:32
QW-eo0MAAAAJ,QW-eo0MAAAAJ:65Yg0jNCQDAC,Open data in data journalism: Opportunities and future directions,,1,https://cjc.utppublishing.com/doi/abs/10.3138/cjc-2023-0040,2025-10-27 01:53:35
QW-eo0MAAAAJ,QW-eo0MAAAAJ:DkZNVXde3BIC,Publisher preferences for a journal transparency tool: A modified three-round Delphi study,,1,https://pmc.ncbi.nlm.nih.gov/articles/PMC11880752/,2025-10-27 01:53:39
QW-eo0MAAAAJ,QW-eo0MAAAAJ:pS0ncopqnHgC,From impact metrics and open science to communicating research: Journalists’ awareness of academic controversies,,1,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0309274,2025-10-27 01:53:43
QW-eo0MAAAAJ,QW-eo0MAAAAJ:mWEH9CqjF64C,‘Does it ‘feel like a scientific paper?’: a qualitative analysis of preprint servers’ moderation and quality assurance processes,,1,https://scholar.google.com/scholar?cluster=11979891428077648271&hl=en&oi=scholarr,2025-10-27 01:53:46
QW-eo0MAAAAJ,QW-eo0MAAAAJ:SGW5VrABaM0C,“I’d like to think I’d be able to spot one if I saw one”: How science journalists navigate predatory journals,,1,https://www.biorxiv.org/content/10.1101/2024.07.24.604934.abstract,2025-10-27 01:53:50
QW-eo0MAAAAJ,QW-eo0MAAAAJ:DrR-2ekChdkC,The impact of COVID-19 on the debate on open science: An analysis of expert opinion,,1,https://scholar.google.com/scholar?cluster=10672992648058131051&hl=en&oi=scholarr,2025-10-27 01:53:53
QW-eo0MAAAAJ,QW-eo0MAAAAJ:SjuI4pbJlxcC,Bringing efficiencies to tens of thousands of journals: The role of Open Source,,1,https://morepress.unizd.hr/journals/index.php/pubmet/article/view/3924,2025-10-27 01:53:57
QW-eo0MAAAAJ,QW-eo0MAAAAJ:3NQIlFlcGxIC,Doctors on YouTube: Exploring the uses and gratifications of health vloggers,,1,https://scholar.google.com/scholar?cluster=4635859844931485859&hl=en&oi=scholarr,2025-10-27 01:54:00
QW-eo0MAAAAJ,QW-eo0MAAAAJ:gKiMpY-AVTkC,Uncovering the Path from Mendeley Readership to Citations,,1,https://scholar.google.com/scholar?cluster=15713856243000962872&hl=en&oi=scholarr,2025-10-27 01:54:03
QW-eo0MAAAAJ,QW-eo0MAAAAJ:yFnVuubrUp4C,The reward (eco) system of science: More than the sum of its parts,,1,https://crctcs.openum.ca/files/sites/60/2016/09/Desrochers-et-al.fishbowl_STI2016.pdf,2025-10-27 01:54:07
QW-eo0MAAAAJ,QW-eo0MAAAAJ:MAUkC_7iAq8C,How contributing to open source launched my academic career,,1,,2025-10-27 01:54:11
QW-eo0MAAAAJ,QW-eo0MAAAAJ:WJVC3Jt7v1AC,Open Letter to The American Association for the Advancement of Science,,1,,2025-10-27 01:54:14
QW-eo0MAAAAJ,QW-eo0MAAAAJ:IjCSPb-OGe4C,A spatio-temporal model for the evaluation of education quality in Peru,,1,https://scholar.google.com/scholar?cluster=12754947012721345367&hl=en&oi=scholarr,2025-10-27 01:54:18
QW-eo0MAAAAJ,QW-eo0MAAAAJ:DyXnQzXoVgIC,“i’d Like to Think I’d be Able to Spot one”: How Journalists Navigate Predatory Journals,,0,https://www.tandfonline.com/doi/abs/10.1080/17512786.2025.2551984,2025-10-27 01:54:22
QW-eo0MAAAAJ,QW-eo0MAAAAJ:SIv7DqKytYAC,Citation Parsing and Analysis with Language Models,,0,https://arxiv.org/abs/2505.15948,2025-10-27 01:54:25
QW-eo0MAAAAJ,QW-eo0MAAAAJ:Xl6nMSl579sC,“It’s messy and it’s massive”: How has the open science debate developed in the post-COVID era?,,0,https://pmc.ncbi.nlm.nih.gov/articles/PMC12171716/,2025-10-27 01:54:29
QW-eo0MAAAAJ,QW-eo0MAAAAJ:k_7cPK9k7w8C,Towards an inclusive Open Science: examining EDI and public participation in policy documents across Europe and the Americas,,0,https://royalsocietypublishing.org/doi/abs/10.1098/rsos.240857,2025-10-27 01:54:32
QW-eo0MAAAAJ,QW-eo0MAAAAJ:UuEBAcK4md4C,Evaluating Multilingual Metadata Quality in Crossref,,0,https://arxiv.org/abs/2503.11853,2025-10-27 01:54:36
QW-eo0MAAAAJ,QW-eo0MAAAAJ:SnGPuo6Feq8C,Annual article processing charges for six large scholarly publishers,,0,https://ruor.uottawa.ca/bitstreams/54b9a9e1-c87e-42f2-af63-12e8359c75f2/download,2025-10-27 01:54:40
